Sample_ID,Sample_Longitude,Sample_Latitude,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Mean_Temp_Deg_C,pH,Water_Depth_cm,Canopy_Cover,Macrophyte_Coverage,Algal_Mat_Coverage,AI,AI_Mod,DBE,DBE_O,GFE,NOSC,delGcox0PerCmol,delGcoxPerCmol,lamO20,lamO2,delGd0,delGd,n_chems,skew_lamO20,skew_lamO2,perc_AminoSugar,perc_Carb,perc_ConHC,perc_Lignin,perc_Lipid,perc_Other,perc_Protein,perc_Tannin,perc_UnsatHC,del_15N_permil,del_13C_permil,NPOC_INC_mg_per_L_as_C,NPOC_Field_mg_per_L_as_C,Percent_Fine_Sand,Percent_Med_Sand,Percent_Coarse_Sand,Percent_Tot_Sand,Percent_Clay,Percent_Silt,Total_Bacteria_cells_per_gram,Total_Photorophs_cells_per_gram,Total_Heterotrophs_cells_per_gram,C_percent,N_percent,Intermittent_or_Perennial_-1hot-_Intermittent,Intermittent_or_Perennial_-1hot-_Perennial,General_Vegetation_-1hot-_Broadleaf deciduous tree,General_Vegetation_-1hot-_Broadleaf deciduous tree. Crop,General_Vegetation_-1hot-_Broadleaf deciduous tree. Grass,General_Vegetation_-1hot-_Broadleaf deciduous tree. Shrub,General_Vegetation_-1hot-_Broadleaf evergreen tree,General_Vegetation_-1hot-_Broadleaf evergreen tree. Broadleaf deciduous tree,General_Vegetation_-1hot-_Grass,General_Vegetation_-1hot-_Needleleaf deciduous tree. Broadleaf deciduous tree,General_Vegetation_-1hot-_Needleleaf deciduous tree. Grass,General_Vegetation_-1hot-_Needleleaf evergreen tree,General_Vegetation_-1hot-_Needleleaf evergreen tree. Broadleaf deciduous tree,General_Vegetation_-1hot-_Needleleaf evergreen tree. Broadleaf evergreen tree,General_Vegetation_-1hot-_Needleleaf evergreen tree. Grass,General_Vegetation_-1hot-_Needleleaf evergreen tree. Shrub,General_Vegetation_-1hot-_Shrub,General_Vegetation_-1hot-_Shrub. Grass,Hydrogeomorphology_-1hot-_Multi-channel,Hydrogeomorphology_-1hot-_Single-channel meandering,Hydrogeomorphology_-1hot-_Single-channel straight,"River_Gradient_-1hot-_Relatively flat/gentle gradient (e.g., valleys)","River_Gradient_-1hot-_Relatively steep gradient (e.g., mountainous or hilly terrain)",MiniDot_Sediment_-1hot-_Bedrock (primarily),MiniDot_Sediment_-1hot-_Gravel/cobble (>2mm),MiniDot_Sediment_-1hot-_Sand,MiniDot_Sediment_-1hot-_Silt/mud (<0.0625mm),Depositional_Type_-1hot-_Downstream from obstacles,Depositional_Type_-1hot-_Downstream of small tributary,Depositional_Type_-1hot-_Inside bend of a stream,Depositional_Type_-1hot-_Marsh,Depositional_Type_-1hot-_Pool lip,Depositional_Type_-1hot-_Riffle,Depositional_Type_-1hot-_Shallow waters near the shore,Depositional_Type_-1hot-_Upstream of weir barrier deposition,Depositional_Type_-1hot-_run edge,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment
S19S_0052-M,-74.69546,42.13233,NaN,NaN,20.3,6.5,8.5,3.0,1.0,1.0,0.08593976402784562,0.1607071077850513,6.166585246702492,-0.7000488519785051,79.3933002975745,-0.6699403613199806,79.39330029751306,-147.27438231895027,0.05398907880132326,0.04816971520466241,1547.4904250122129,-2815.4224255949525,2047.0,1.693546188215236,1.7361373134971858,0.06399609184171959,0.02051783097215437,0.060576453346360526,0.24963361016121152,0.16365412799218368,0.018563751831949193,0.3463605276013679,0.02882266731802638,0.04787493893502687,7.33,-28.03,22.09,22.9,34.2,36.1,7.0,77.3,22.7,0.0,307000000.0,39800000.0,267000000.0,2.69,0.24,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-50.95
S19S_0052-U,-74.69548,42.13247,NaN,NaN,20.3,6.5,9.5,3.0,1.0,1.0,0.08352890507596109,0.18374851917971285,6.600741083835109,-0.7086614173228346,76.16267673134737,-0.5565851484733673,76.16267673124293,-145.7996350694787,0.05568262566702448,0.04960243414643469,1477.9082445576655,-2769.9125787869893,2159.0,1.6099185136997338,1.663562403864694,0.06530801296896711,0.014358499305233904,0.08522464103751737,0.25104214914312184,0.14219546086150997,0.014358499305233904,0.3214451134784623,0.06391848077813803,0.042149143121815655,4.54,-26.74,10.77,11.65,15.8,27.9,35.3,79.0,0.0,21.0,203000000.0,23600000.0,179000000.0,0.37,0.11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-15.94
S19S_0053-D,-73.00222222,41.869567,NaN,NaN,22.78,6.5,10.0,4.0,1.0,1.0,0.0792602587605331,0.19498310888650042,6.861564918314703,-1.1539122957867585,73.37675955776268,-0.45883366869991415,73.37675955779521,-144.91454521886948,0.057784757192574136,0.051185866165598476,1394.794539982803,-2706.5035522583994,2326.0,1.7131820268924731,1.665516779081787,0.07480653482373173,0.030524505588993982,0.10060189165950129,0.264402407566638,0.0937231298366294,0.012037833190025795,0.3056749785038693,0.08125537403267412,0.03697334479793637,3.02,-27.12,11.03,12.36,12.9,30.3,48.2,91.4,6.6,2.0,231000000.0,17200000.0,213000000.0,0.53,0.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-18.6
S19S_0053-M,-72.796633,41.869617,NaN,NaN,22.78,6.5,22.0,3.0,1.0,1.0,0.07937723938763773,0.20820602685289888,7.145184475323431,-1.097747963584092,72.43647437817346,-0.4258412062558697,72.43647437808063,-144.53347437707143,0.05707817336146383,0.050432443922337894,1389.915955917585,-2730.0202266909414,2087.0,1.9323392285210805,1.7883261948274163,0.059894585529468136,0.01820795400095831,0.12601820795400095,0.2549113560134164,0.11499760421657883,0.010541447053186392,0.29324389075227597,0.09535218016291327,0.026832774317201723,9.79,-27.13,11.81,11.3,14.3,18.9,60.6,93.8,2.9,3.3,287000000.0,63100000.0,223000000.0,0.6,0.15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-43.06
S19S_0053-U,-72.796767,41.869583,NaN,NaN,22.78,6.5,19.0,2.0,1.0,1.0,0.07396017425715454,0.20921198722853637,7.421913327882256,-1.3990188062142273,71.11461599661773,-0.3794602104129191,71.11461599660002,-144.02856075062866,0.056690075885763316,0.05007069234536079,1380.8589125102208,-2760.5709313681305,2446.0,1.5624560667771732,1.5397887152563121,0.06745707277187245,0.022894521668029435,0.12264922322158626,0.26410466067048244,0.09403107113654947,0.01062959934587081,0.276778413736713,0.11569910057236305,0.025756336876533115,0.97,-22.51,9.1,11.13,12.4,26.2,55.4,94.0,2.8,3.2,89800000.0,12600000.0,77200000.0,0.21,0.05,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-15.66
S19S_0054-D,-77.0237,37.57261,5.0,71.0,29.1,6.7,40.0,1.0,1.0,3.0,0.0759568248800617,0.1771971378569225,6.604319321249518,-0.9136135750096414,76.81935846406788,-0.5796266127670653,76.81935846392071,-146.51313540439665,0.054803522468186636,0.04861230695149079,1508.6958349402237,-2820.3408430478826,2593.0,1.738432833951303,1.583945041984712,0.05900501349787891,0.03393752410335519,0.06286155032780563,0.3613575009641342,0.12996529116853067,0.012340917855765523,0.2846124180485924,0.03393752410335519,0.021982259930582337,12.3,NaN,6.99,11.45,22.9,4.1,3.1,30.1,25.7,44.2,6980000000.0,3520000.0,6980000000.0,5.12,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-2448.32
S19S_0054-M,-77.0237,37.57267,5.0,71.0,29.1,6.7,35.0,1.0,1.0,3.0,0.07405970261295482,0.17217338125469814,6.471811275489804,-1.0319872051179528,76.70351097035983,-0.5755617884290283,76.70351097027097,-146.50842298292272,0.055875981455092524,0.04952353825348032,1498.4139944022393,-2797.7504141676345,2501.0,1.7161585635514258,1.6937258428371913,0.058376649340263896,0.039184326269492205,0.06317473010795682,0.3406637345061975,0.13074770091963214,0.011195521791283487,0.29508196721311475,0.03878448620551779,0.022790883646541384,82.3,NaN,8.24,13.72,28.6,8.8,0.8,38.2,13.1,48.7,10200000000.0,360000000.0,9870000000.0,4.33,0.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-2675.86
S19S_0054-U,-77.02396,37.5728,5.0,71.0,29.1,6.7,40.0,1.0,2.0,2.0,0.09096041686883273,0.20523231673967107,7.1488166867228236,-0.35218612113918973,73.60740091857359,-0.4669263480116326,73.60740091843675,-145.18011711236184,0.058390817999226005,0.05153759633568873,1416.9862815884476,-2734.1427188860807,2493.0,1.5499569181256483,1.4232536857857419,0.06177296430004011,0.03730445246690734,0.08383473726434015,0.3878860810268753,0.1066987565182511,0.012434817488969114,0.2350581628559968,0.048937023666265546,0.026073004412354592,12.77,NaN,8.07,14.2,10.9,1.1,1.9,13.9,0.0,86.1,5350000000.0,9300000.0,5340000000.0,5.97,0.46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-2907.84
S19S_0055-D,-117.180863,46.732428,NaN,NaN,20.1,7.5,30.0,4.0,1.0,2.0,0.07692192098992044,0.16597081733793106,5.861007957559682,-0.7172413793103448,78.02057886155332,-0.6217746968960213,78.02057886139723,-146.94049730535954,0.057689533706600904,0.05126570211678182,1454.2352785145888,-2672.583424458971,1885.0,1.4564141417251197,1.5573896238711233,0.06312997347480107,0.021750663129973476,0.07480106100795755,0.270026525198939,0.20848806366047745,0.014854111405835544,0.2838196286472148,0.04084880636604774,0.022281167108753316,14.26,-27.84,6.05,27.68,15.7,1.9,61.4,79.0,9.5,11.5,4110000000.0,70700000.0,4030000000.0,2.37,0.23,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1515.51
S19S_0055-M,-117.180621,46.732323,NaN,NaN,20.1,7.5,38.0,2.0,1.0,2.0,0.08120483865100286,0.18340366104641834,6.383381088825215,-0.7283667621776504,75.88850779935588,-0.5469651859449856,75.88850779922622,-146.11533499778966,0.05845003179138053,0.05154603799389787,1457.238911174785,-2723.9250719029146,1745.0,1.905957107681355,1.8189423306999508,0.05959885386819484,0.01833810888252149,0.0825214899713467,0.29283667621776505,0.1467048710601719,0.024068767908309457,0.3157593123209169,0.03724928366762178,0.022922636103151862,12.14,-27.73,16.29,19.72,6.2,2.8,70.5,79.5,11.3,9.2,1290000000.0,65900000.0,1220000000.0,2.86,0.22,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-97.9
S19S_0055-U,-117.180384,46.7322206,NaN,NaN,20.1,7.5,40.0,3.0,1.0,2.0,0.07766098875914994,0.16007937486363638,6.005903187721369,-1.0419126328217236,78.03153055048818,-0.6221589666800472,78.03153055044244,-147.19295651735985,0.05689816255350448,0.05043276074702689,1447.9197166469894,-2679.189657327978,1694.0,2.1171621495691775,1.999053068251709,0.07674144037780402,0.03659976387249114,0.06611570247933884,0.27744982290436837,0.1399055489964581,0.023612750885478158,0.3293978748524203,0.03128689492325856,0.018890200708382526,8.08,-26.67,18.88,23.65,3.8,2.4,85.9,92.1,1.8,6.1,1950000000.0,10000000.0,1940000000.0,0.8,0.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-33.71
S19S_0059-D,-117.3915976,48.16874998,NaN,NaN,11.0,6.5,5.2,4.0,1.0,1.0,0.08695692159640521,0.17163943231699344,6.532679738562091,-0.3022875816993464,81.43271890392809,-0.7414989089109477,81.43271890415774,-148.70885685585418,0.049059148641249196,0.043520561486713814,1700.1409313725492,-3043.3007801069084,1224.0,2.6674500841390936,2.309858600264162,0.03594771241830065,0.015522875816993464,0.0661764705882353,0.2761437908496732,0.2099673202614379,0.02287581699346405,0.3194444444444444,0.02369281045751634,0.03022875816993464,3.48,-26.85,20.46,37.02,19.3,15.3,41.3,75.9,2.2,21.9,63800000.0,1540000.0,62300000.0,4.55,0.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,-1413.77
S19S_0059-M,-117.3913007,48.16841972,NaN,NaN,11.0,6.5,8.5,4.0,1.0,1.0,0.07493001807513915,0.17248258509972172,6.9814471243042675,-0.7351576994434137,78.2975574589128,-0.6314932441692949,78.29755745892967,-147.42011042256442,0.049883690159703516,0.044177230726040795,1658.3567254174395,-3056.1411960971054,2156.0,2.343014433494202,1.8528725323992878,0.04823747680890538,0.016697588126159554,0.05241187384044527,0.3075139146567718,0.13868274582560297,0.02040816326530612,0.325139146567718,0.04452690166975881,0.04638218923933209,8.0,-28.61,25.61,22.84,27.6,18.9,2.2,48.7,51.3,0.0,211000000.0,14300000.0,197000000.0,18.38,0.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,-42.76
S19S_0059-U,-117.3903992,48.16859001,NaN,NaN,11.0,6.5,5.1,4.0,1.0,1.0,0.08165049648618783,0.171384506281768,6.837937384898711,-0.3453038674033149,79.01164681522928,-0.6565490110598526,79.0116468152709,-147.92159110318454,0.0510552914272431,0.045036047645632155,1631.2022099447515,-2993.2160240006892,1086.0,1.9090969944655538,1.417006081752129,0.06721915285451197,0.014732965009208104,0.0718232044198895,0.3020257826887661,0.15285451197053407,0.019337016574585635,0.31767955801104975,0.026703499079189688,0.027624309392265192,5.77,-27.29,13.95,41.07,32.7,16.8,15.0,64.5,35.5,0.0,156000000.0,3100000.0,153000000.0,10.48,0.39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,-19.87
S19S_0060-D,-119.4768203,46.2531882,13.31,161.9,25.6,8.0,34.0,2.0,3.0,2.0,0.08469149395458937,0.16349326286086954,6.38743961352657,-0.6106280193236715,77.05898668188937,-0.5880346204202899,77.05898668193055,-146.1442078051562,0.056701252215183406,0.05040287526307761,1462.803188405797,-2722.1592386309344,2070.0,2.3891800140079757,2.0625661256804655,0.07584541062801932,0.029468599033816423,0.0642512077294686,0.2632850241545894,0.13333333333333333,0.019806763285024155,0.3367149758454106,0.033816425120772944,0.043478260869565216,6.45,-27.64,11.1,10.74,43.0,39.0,4.3,86.3,0.0,13.7,369000000.0,7850000.0,362000000.0,0.89,0.12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-16.99
S19S_0060-M,-119.4769597,46.253117,13.31,161.9,25.6,8.0,49.0,2.0,3.0,2.0,0.08047485879624093,0.14923679049551475,6.3759077317385735,-0.8304143528406663,79.53788887963435,-0.6750136449030328,79.53788887976523,-147.42922949176082,0.05193872849877399,0.046328874321943596,1626.8942332336608,-2954.1100198655763,2341.0,1.9205725458369898,1.9496413231014036,0.08372490388722768,0.029047415634344296,0.04143528406663819,0.2473302007689022,0.14908158906450236,0.01794105083297736,0.3395984621956429,0.02648440837249039,0.06535668517727466,4.68,-26.95,10.81,10.32,22.2,62.5,3.2,87.9,0.0,12.1,1080000000.0,137000000.0,940000000.0,0.52,0.08,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-5.77
S19S_0060-U,-119.4772256,46.2530248,13.31,161.9,25.6,8.0,52.0,1.0,3.0,2.0,0.08335592641399663,0.1594899361538786,6.533305227655987,-0.688026981450253,77.81783332762606,-0.614660818502108,77.81783332748451,-146.4932124600973,0.05399179602218463,0.048173888640931466,1539.8012225969649,-2845.116241691244,2372.0,2.036373412662216,1.930758207388476,0.07925801011804384,0.03035413153456998,0.045109612141652614,0.26475548060708265,0.10792580101180438,0.013490725126475547,0.3537099494097808,0.04005059021922428,0.06534569983136594,4.87,-25.82,8.0,6.2,8.2,41.4,45.0,94.6,5.4,0.0,231000000.0,9880000.0,222000000.0,0.18,0.08,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-3.65
S19S_0061-D,-89.6407,43.1095,7.56,78.0,16.9,7.5,78.0,2.0,2.0,1.0,0.1032492206409836,0.22262820811762293,7.4987704918032785,-0.46024590163934426,72.06480755970492,-0.41280026524836066,72.0648075596104,-144.33174330284714,0.05819599574312466,0.05131711712663362,1411.049631147541,-2763.815883479862,2440.0,1.6481469923050371,1.4994150151844365,0.06844262295081967,0.027868852459016394,0.12622950819672132,0.3110655737704918,0.09467213114754099,0.014754098360655738,0.2659836065573771,0.0610655737704918,0.029918032786885245,11.04,NaN,19.99,17.25,20.9,2.3,2.6,25.8,58.7,15.5,1710000000.0,69100000.0,1640000000.0,11.7,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1953.6
S19S_0061-M,-89.6405,43.1095,7.56,78.0,16.9,7.5,42.0,3.0,2.0,1.0,0.07956071701526103,0.18862344077309237,6.8024096385542165,-1.0353413654618473,73.29733633296225,-0.4560468888666668,73.29733633272103,-144.88179082729147,0.0597091314418078,0.05278419830545292,1399.1714457831324,-2696.257955329395,2490.0,1.382097921998949,1.2904355690805378,0.07349397590361446,0.05100401606425703,0.08473895582329317,0.321285140562249,0.09678714859437751,0.011244979919678716,0.2791164658634538,0.0570281124497992,0.02530120481927711,12.59,-24.57,28.87,21.79,17.0,2.3,1.2,20.5,44.0,35.5,2310000000.0,97800000.0,2210000000.0,5.14,0.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1939.15
S19S_0062-D,-106.950417,38.544583,NaN,NaN,14.2,7.5,36.0,1.0,1.0,1.0,0.06726175549884983,0.17889226048110418,7.27735787052251,-1.467302004600723,75.98421774680513,-0.5503234297117976,75.98421774687161,-146.41203936019545,0.04906860268502765,0.043410758347332684,1634.8917515609594,-3098.516092011578,3043.0,1.5979080113383308,1.4827403995836,0.0568517909957279,0.020046007229707525,0.07328294446270128,0.30397633913900757,0.13342096615182386,0.011501807426881366,0.28688793953335523,0.07854091357213276,0.03549129148866251,5.71,-27.94,8.31,5.45,0.0,0.0,0.0,0.0,0.0,100.0,994000000.0,15500000.0,978000000.0,0.19,0.05,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-2.37
S19S_0062-M,-106.950472,38.544667,NaN,NaN,14.2,7.5,42.0,1.0,1.0,1.0,0.10316180115724496,0.21075675396036386,8.526315789473685,-0.532488628979857,72.45950706899967,-0.4266493708398311,72.45950706898543,-144.94122641537533,0.05063976110316976,0.04464814304717169,1543.8600389863548,-3070.4454157757696,3078.0,1.4786107562056758,1.454646347072604,0.05425601039636127,0.024366471734892786,0.11923326835607537,0.285899935022742,0.09486679662118258,0.025016244314489927,0.2751786874593892,0.08544509421702404,0.03573749187784275,2.76,-28.8,7.86,8.54,17.2,42.7,22.6,82.5,0.0,17.5,1370000000.0,13900000.0,1350000000.0,0.27,0.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-21.63
S19S_0062-U,-106.950056,38.544778,NaN,NaN,14.2,7.5,40.0,1.0,1.0,1.0,0.0754915945455324,0.1935402971632886,7.8838138738224375,-1.31458749643163,73.33325484343735,-0.45730718748815297,73.33325484342866,-145.2966203704396,0.05050837034266877,0.04460820362591471,1578.319868683985,-3086.1744355605297,3503.0,1.466730260615816,1.363565389638217,0.06737082500713674,0.024264915786468742,0.08821010562375108,0.3197259491864117,0.08221524407650585,0.011418783899514702,0.28832429346274624,0.0844990008564088,0.03397088210105624,5.45,-28.85,7.0,6.47,17.4,38.0,35.3,90.7,9.3,0.0,1140000000.0,29500000.0,1110000000.0,0.34,0.11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-1.68
S19S_0063-D,-97.709399,30.250335,NaN,NaN,24.0,7.5,20.0,1.0,2.0,1.0,0.07239274425584906,0.1259367454845283,6.0550943396226415,-1.2143396226415095,83.34538989589585,-0.808610171775849,83.34538989567767,-149.5779936783985,0.045817374521761586,0.040996592135925936,1755.5639999999999,-3116.181504905509,1325.0,2.038883933955193,1.9684852365356797,0.0739622641509434,0.01509433962264151,0.05358490566037736,0.1781132075471698,0.16,0.020377358490566037,0.44075471698113206,0.01509433962264151,0.0430188679245283,4.27,-0.93,6.4,14.32,13.8,47.1,33.1,94.0,5.9,0.1,898000000.0,21300000.0,877000000.0,2.52,0.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1.29
S19S_0063-M,-97.70953,30.250384,NaN,NaN,24.0,7.5,35.0,1.0,2.0,1.0,0.08384806648278686,0.1769187204442623,7.0299180327868855,-0.9467213114754098,75.87965475256107,-0.5466545527131147,75.87965475243419,-146.20583359283802,0.05329130683076947,0.0471113172831177,1576.0288524590164,-2966.4447700883634,2440.0,2.006915857662849,1.886361734296279,0.0790983606557377,0.029098360655737704,0.07581967213114754,0.2692622950819672,0.11311475409836065,0.01639344262295082,0.31926229508196724,0.05491803278688524,0.0430327868852459,3.39,-2.46,4.69,5.03,14.7,40.5,37.0,92.2,7.8,0.0,1230000000.0,9000000.0,1220000000.0,2.84,0.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-2.02
S19S_0063-U,-97.709566,30.250278,NaN,NaN,24.0,7.5,40.0,1.0,2.0,1.0,0.08642190364341086,0.16756889055038762,6.729138166894665,-0.521203830369357,78.15601926986547,-0.6265269919238486,78.15601926977467,-147.12108656739426,0.05212754534924865,0.046289715106302,1620.4849521203828,-2983.990532992281,2193.0,1.706274587222181,1.6344830426832664,0.06839945280437756,0.02553579571363429,0.07478340173278614,0.2503419972640219,0.16963064295485636,0.0168718650250798,0.3023255813953488,0.04149566803465572,0.0506155950752394,NaN,-2.77,5.55,3.43,8.6,22.1,58.2,88.9,0.0,11.1,4410000000.0,62000000.0,4350000000.0,1.95,0.04,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1.67
S19S_0064-D,-78.00803,40.61043,NaN,80.7,23.5,7.7,34.0,3.0,1.0,2.0,0.0964113660861992,0.1991823722393926,6.677087985707906,-0.5252344796784278,74.68582089106788,-0.5047656453014739,74.6858208910379,-145.39568323565172,0.058632310713383956,0.05190339804780524,1395.3791871371145,-2656.161800925942,2239.0,1.864860203364672,1.7447126531085793,0.06163465832961143,0.01786511835640911,0.10495757034390353,0.25368468066100935,0.13443501563197857,0.014738722644037517,0.3104064314426083,0.06610093791871371,0.036176864671728454,NaN,NaN,5.55,25.59,NaN,NaN,NaN,NaN,NaN,NaN,3120000000.0,273000000.0,2850000000.0,NaN,NaN,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-74.17
S19S_0064-M,-78.00808,40.64061,NaN,80.7,23.5,7.7,11.0,3.0,2.0,2.0,0.09976904690322583,0.20631996274062772,6.906713164777681,-0.3971229293809939,74.24288914038534,-0.4892241803687881,74.24288914035817,-145.1942933269273,0.05829725473024856,0.051685199170765715,1384.124803836094,-2657.7446266796474,2294.0,1.735787712380479,1.7070855937263576,0.05492589363557106,0.023103748910200523,0.0989537925021796,0.2933740191804708,0.12423714036617263,0.00959023539668701,0.2881429816913688,0.07192676547515257,0.03574542284219703,9.43,-27.2,28.13,21.81,14.8,11.8,24.3,50.9,14.6,34.5,3960000000.0,249000000.0,3710000000.0,1.48,0.18,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-64.33
S19S_0064-U,-78.00688,40.61507,NaN,80.7,23.5,7.7,35.0,4.0,1.0,1.0,0.0710091371194879,0.16262747470128022,6.416073968705548,-0.9587482219061166,80.17547202160881,-0.6973849832140825,80.17547202170573,-148.39288702683248,0.04919106998931768,0.04359103031435535,1640.9163584637267,-2988.8986361969896,1406.0,1.4274023195746184,1.3670626606983713,0.05476529160739687,0.01209103840682788,0.0561877667140825,0.2894736842105263,0.1721194879089616,0.01991465149359886,0.32219061166429586,0.04267425320056899,0.03058321479374111,8.1,-20.96,9.33,13.79,14.5,3.4,49.3,67.2,0.9,31.9,312000000.0,4730000.0,308000000.0,0.82,0.15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-24.54
S19S_0066-D,-106.643178,35.19845,NaN,NaN,31.2,6.5,9.0,1.0,1.0,1.0,0.08360867806235012,0.1857693776982414,6.98880895283773,-1.1978417266187051,74.53653283335773,-0.4995274678337331,74.53653283319063,-145.56591166579864,0.05502064018448927,0.04875460282658334,1497.7874100719425,-2863.5370830555257,2502.0,1.719961801229786,1.7207518958603534,0.08193445243804956,0.03157474020783373,0.08792965627498002,0.28017585931254996,0.08513189448441247,0.015587529976019185,0.3129496402877698,0.06754596322941647,0.03717026378896882,-24.86,-19.64,16.41,4.19,15.0,6.9,64.8,86.7,4.8,8.5,NaN,NaN,NaN,0.17,0.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-2.71
S19S_0066-M,-106.643131,35.198511,NaN,NaN,31.2,6.5,10.0,3.0,1.0,1.0,0.08308713471231101,0.19706480598228937,6.765874730021598,-0.7870410367170626,73.956329956381,-0.47916947215205186,73.95632995630204,-145.0929625460261,0.058568601865155445,0.05181467803063021,1409.1263066954643,-2701.753112944768,2315.0,1.6588170276918253,1.6571020751216712,0.061771058315334776,0.025053995680345574,0.09287257019438445,0.31403887688984883,0.12008639308855291,0.011663066954643628,0.28293736501079914,0.06565874730021598,0.02591792656587473,-2.62,-14.09,19.7,24.13,21.2,29.0,0.6,50.8,23.8,25.4,NaN,NaN,NaN,1.98,0.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-2086.43
