Sample_ID,Sample_Longitude,Sample_Latitude,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Mean_Temp_Deg_C,pH,Water_Depth_cm,Canopy_Cover,Macrophyte_Coverage,Algal_Mat_Coverage,AI,AI_Mod,DBE,DBE_O,GFE,NOSC,delGcox0PerCmol,delGcoxPerCmol,lamO20,lamO2,delGd0,delGd,n_chems,skew_lamO20,skew_lamO2,perc_AminoSugar,perc_Carb,perc_ConHC,perc_Lignin,perc_Lipid,perc_Other,perc_Protein,perc_Tannin,perc_UnsatHC,del_15N_permil,del_13C_permil,NPOC_INC_mg_per_L_as_C,NPOC_Field_mg_per_L_as_C,Percent_Fine_Sand,Percent_Med_Sand,Percent_Coarse_Sand,Percent_Tot_Sand,Percent_Clay,Percent_Silt,Total_Bacteria_cells_per_gram,Total_Photorophs_cells_per_gram,Total_Heterotrophs_cells_per_gram,C_percent,N_percent,Intermittent_or_Perennial_-1hot-_Intermittent,Intermittent_or_Perennial_-1hot-_Perennial,General_Vegetation_-1hot-_Broadleaf deciduous tree,General_Vegetation_-1hot-_Broadleaf deciduous tree. Crop,General_Vegetation_-1hot-_Broadleaf deciduous tree. Grass,General_Vegetation_-1hot-_Broadleaf deciduous tree. Shrub,General_Vegetation_-1hot-_Broadleaf evergreen tree,General_Vegetation_-1hot-_Broadleaf evergreen tree. Broadleaf deciduous tree,General_Vegetation_-1hot-_Grass,General_Vegetation_-1hot-_Needleleaf deciduous tree. Broadleaf deciduous tree,General_Vegetation_-1hot-_Needleleaf deciduous tree. Grass,General_Vegetation_-1hot-_Needleleaf evergreen tree,General_Vegetation_-1hot-_Needleleaf evergreen tree. Broadleaf deciduous tree,General_Vegetation_-1hot-_Needleleaf evergreen tree. Broadleaf evergreen tree,General_Vegetation_-1hot-_Needleleaf evergreen tree. Grass,General_Vegetation_-1hot-_Needleleaf evergreen tree. Shrub,General_Vegetation_-1hot-_Shrub,General_Vegetation_-1hot-_Shrub. Grass,Hydrogeomorphology_-1hot-_Multi-channel,Hydrogeomorphology_-1hot-_Single-channel meandering,Hydrogeomorphology_-1hot-_Single-channel straight,"River_Gradient_-1hot-_Relatively flat/gentle gradient (e.g., valleys)","River_Gradient_-1hot-_Relatively steep gradient (e.g., mountainous or hilly terrain)",MiniDot_Sediment_-1hot-_Bedrock (primarily),MiniDot_Sediment_-1hot-_Gravel/cobble (>2mm),MiniDot_Sediment_-1hot-_Sand,MiniDot_Sediment_-1hot-_Silt/mud (<0.0625mm),Depositional_Type_-1hot-_Downstream from obstacles,Depositional_Type_-1hot-_Downstream of small tributary,Depositional_Type_-1hot-_Inside bend of a stream,Depositional_Type_-1hot-_Marsh,Depositional_Type_-1hot-_Pool lip,Depositional_Type_-1hot-_Riffle,Depositional_Type_-1hot-_Shallow waters near the shore,Depositional_Type_-1hot-_Upstream of weir barrier deposition,Depositional_Type_-1hot-_run edge,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment
S19S_0016-D,-96.6025,39.10445,4.37,48.7,18.5,7.5,17.0,2.0,1.0,2.0,0.08305961971225857,0.1506551719554592,7.033898305084746,-0.7997635001970832,78.2056764829531,-0.6282693502759163,78.20567648289823,-147.03029059016237,0.050059159436249556,0.04452152259241952,1697.883405597162,-3131.3661454614103,2537.0,2.253031517276948,2.1690751131680526,0.09302325581395349,0.03862830114308238,0.050453291288923924,0.24793062672447774,0.11903823413480488,0.016554986204178165,0.34410721324398896,0.03192747339377217,0.05833661805281829,NaN,-5.6,5.72,6.38,18.4,16.2,15.9,50.5,20.6,28.9,15300000000.0,111000000.0,15200000000.0,4.7,0.13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-9.12
S19S_0016-M,-96.60286,39.10429,4.37,48.7,18.5,7.5,15.0,3.0,1.0,3.0,0.08043237130566534,0.1742353768888889,6.62362758014932,-1.1256038647342994,75.02666571926218,-0.5167251129486166,75.02666571912104,-145.6733355645401,0.05771112702335774,0.051051595545022296,1467.759025032938,-2776.63057665266,2277.0,1.6213220531684602,1.5068409493488253,0.07949055775142731,0.05314009661835749,0.07729468599033816,0.2621870882740448,0.11594202898550725,0.017127799736495388,0.30478700043917434,0.056214317083882304,0.033816425120772944,7.09,NaN,21.02,21.16,13.9,13.7,18.6,46.2,4.8,49.0,29700000.0,1170000.0,28500000.0,5.17,0.11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1752.9
S19S_0016-U,-96.60276,39.10415,4.37,48.7,18.5,7.5,16.0,3.0,1.0,3.0,0.06869594569332299,0.1285925766809006,5.952639751552795,-1.559782608695652,79.17459269210791,-0.6622664102437889,79.17459269211861,-147.51311811179497,0.05283629074679383,0.047109194561544325,1520.4875776397516,-2796.109528024826,1288.0,2.0855755998575205,1.972606793727307,0.11413043478260869,0.03804347826086957,0.05434782608695652,0.20729813664596272,0.11413043478260869,0.017857142857142856,0.4083850931677019,0.021739130434782608,0.02406832298136646,5.13,NaN,12.3,10.76,13.6,12.8,40.6,67.0,2.8,30.2,3320000000.0,119000000.0,3200000000.0,5.86,0.09,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-20.06
S19S_0017-D,-96.44355,38.94668,7.3,85.4,20.7,7.5,14.0,2.0,1.0,2.0,0.07081402749085366,0.17735359209189897,6.777439024390244,-1.2129790940766552,74.51175994000349,-0.4986582435039199,74.51175993987603,-145.2787486683928,0.05649389358668188,0.05014962759702769,1441.3548344947735,-2760.480893695743,2296.0,1.8618962097511522,1.8328020746425,0.08536585365853659,0.03484320557491289,0.05966898954703833,0.3153310104529617,0.08754355400696864,0.009146341463414634,0.30662020905923343,0.06837979094076654,0.033101045296167246,4.81,-7.2,9.02,7.86,18.0,6.4,16.7,41.1,23.2,35.7,3350000000.0,64700000.0,3290000000.0,2.48,0.12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-42.8
S19S_0017-M,-96.44379,38.94667,7.3,85.4,20.7,7.5,18.5,2.0,1.0,2.0,0.06775244262002514,0.16850683504650188,6.790950984499371,-1.3422706325932132,74.86645639162546,-0.511103733033096,74.86645639154115,-145.4655186269864,0.05524798253702756,0.04900441561651016,1486.23431085044,-2833.1828916654135,2387.0,2.175053660550841,2.1042850220354525,0.08462505236698785,0.031001256807708422,0.05823209049015501,0.3024717218265605,0.08588186007540846,0.012568077084206116,0.32341851696690405,0.06451612903225806,0.03728529534981148,-7.89,0.58,5.92,4.84,7.4,11.2,36.1,54.7,8.9,36.4,5420000000.0,132000000.0,5290000000.0,3.95,0.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-3.18
S19S_0017-U,-96.44389,38.94684,7.3,85.4,20.7,7.5,5.0,4.0,1.0,2.0,0.07563759471131835,0.1831985857312421,7.023738872403561,-1.1106401017380245,74.02385613699916,-0.4815388118172954,74.02385613693097,-145.3318210229916,0.055751638335312666,0.049263040291259455,1468.1838490885968,-2827.2692624931933,2359.0,2.2508107693162573,1.8689700830517078,0.08223823654090716,0.035184400169563375,0.08011869436201781,0.3009749894022891,0.09368376430690971,0.011021619330224672,0.29376854599406527,0.0665536244171259,0.03645612547689699,4.57,-5.12,6.19,4.33,12.1,14.5,20.7,47.3,23.5,29.2,2690000000.0,56300000.0,2640000000.0,2.94,0.12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-13.09
S19S_0018-D,-83.504941,35.6922935,9.8,103.2,18.3,6.5,15.0,3.0,1.0,1.0,0.07525728320132638,0.15387970678446233,6.393652297489342,-1.0028422548555187,76.9485653721904,-0.5841601884997633,76.94856537208682,-146.2171516943205,0.05531261704600112,0.049337731537594035,1490.8720985315017,-2785.0219065159654,2111.0,1.8597012333578151,1.7946709463650483,0.09142586451918522,0.0364756039791568,0.060634770251065846,0.22027475130270013,0.11937470393178588,0.025580293699668404,0.34343912837517765,0.04642349597347229,0.056371387967787775,2.03,-28.0,11.64,11.1,10.1,14.3,66.4,90.8,9.2,0.0,475000000.0,681000.0,474000000.0,0.69,0.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-4.62
S19S_0018-M,-83.5044488,35.692083,9.8,103.2,18.3,6.5,26.0,3.0,1.0,1.0,0.08634312538511814,0.15744648523026647,6.673202614379085,-0.7300150829562594,78.04745856214478,-0.6227178442770235,78.04745856189808,-146.7657492736675,0.052520835340641836,0.04675356567841241,1602.9975867269984,-2950.916972270336,1989.0,2.305501730352945,2.116273814340512,0.07993966817496229,0.027652086475615886,0.06234288587229764,0.21568627450980393,0.12870789341377575,0.021116138763197588,0.363499245852187,0.03971845148315736,0.06133735545500251,5.63,-26.74,14.59,15.31,8.0,11.6,65.2,84.8,15.2,0.0,1810000000.0,46900000.0,1760000000.0,0.47,0.09,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.45
S19S_0018-U,-83.5041467,35.6918387,9.8,103.2,18.3,6.5,9.0,3.0,1.0,1.0,0.08182613208259913,0.15785278742621142,6.186123348017621,-0.6696035242290749,79.87140407612226,-0.6867159324928415,79.87140407602352,-147.7432646619919,0.052922503583812376,0.047172305124351104,1568.4784691629955,-2850.2053961799943,1816.0,1.758893762976992,1.7324297180723505,0.0671806167400881,0.02092511013215859,0.05947136563876652,0.24284140969162996,0.17345814977973567,0.0236784140969163,0.3381057268722467,0.025881057268722467,0.048458149779735685,2.97,-28.18,17.01,17.34,21.3,16.0,52.1,89.4,10.6,0.0,915000000.0,16100000.0,898000000.0,2.58,0.18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-8.99
S19S_0019-D,-84.278999,35.9563807,11.46,121.9,18.3,8.0,6.0,4.0,2.0,1.0,0.0859595247067637,0.16054850578938357,6.452910958904109,-0.6511130136986302,77.91599393102011,-0.6181050502101884,77.915993930985,-146.4988973090034,0.05431341853157629,0.04847094682593432,1535.7439212328763,-2830.2396770551873,2336.0,1.8644038685446547,1.7513842136495748,0.08261986301369863,0.0273972602739726,0.06378424657534247,0.20590753424657535,0.13356164383561644,0.017123287671232876,0.355736301369863,0.048373287671232876,0.06549657534246575,0.5,-28.62,5.73,9.92,9.1,29.1,50.0,88.2,11.8,0.0,4410000000.0,177000000.0,4230000000.0,0.34,0.08,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-4.6
S19S_0019-M,-84.2789099,35.956601,11.46,121.9,18.3,8.0,8.0,3.0,2.0,1.0,0.08353495679534682,0.17740959657130548,6.5359758724687635,-1.012063765618268,75.54271551401507,-0.5348321233033175,75.54271551407133,-145.57351686954084,0.056127619285600644,0.04995549097454944,1457.146660922016,-2750.005094227949,2321.0,1.5499771557822613,1.5822816249757106,0.07324429125376992,0.02714347264110297,0.08746230073244292,0.23955191727703576,0.10857389056441188,0.013356311934510987,0.34510986643688063,0.05730288668677294,0.04825506247307195,4.96,-28.78,12.98,13.1,11.7,19.5,55.8,87.0,0.0,13.0,166000000.0,11900000.0,154000000.0,1.04,0.11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-36.16
S19S_0019-U,-84.2786976,35.9572803,11.46,121.9,18.3,8.0,12.0,3.0,1.0,2.0,0.0767568475234657,0.16052593866746892,6.397111913357401,-0.9839550742077818,76.27609146855556,-0.5605646129334135,76.27609146852572,-145.8441534619936,0.05656289111093117,0.05037310842266763,1480.802166064982,-2769.898927777376,2493.0,1.6949122914395964,1.6949911645452305,0.08263136782992378,0.03289209787404733,0.05976734857601283,0.24267950260730045,0.11632571199358203,0.013237063778580024,0.349779382270357,0.05415162454873646,0.04853590052146009,5.93,-29.14,9.8,8.67,4.9,8.4,75.3,88.6,2.1,9.3,59700000.0,5300000.0,54400000.0,0.51,0.12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-11.18
S19S_0020-D,-88.15755,31.85294,6.61,93.4,30.5,7.5,30.5,1.0,1.0,1.0,0.07604616522129594,0.20423127003599847,7.508147025388404,-1.3076923076923077,72.37205805447819,-0.42358098436718455,72.37205805442544,-144.8370954785727,0.05445997107811551,0.04804547897820199,1461.2695339143613,-2874.487028327134,2639.0,1.8930317583019254,1.767579914074494,0.070481242895036,0.02993558165971959,0.10306934444865479,0.33232284956422886,0.07161803713527852,0.007957559681697613,0.2728306176582039,0.08639636225843123,0.025388404698749527,-3.58,-28.07,30.84,5.49,38.3,52.6,0.6,91.5,6.1,2.4,6120000000.0,83200000.0,6040000000.0,0.2,0.08,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-4.81
S19S_0020-M,-88.1575,31.85302,6.61,93.4,30.5,7.5,26.0,1.0,2.0,1.0,0.08115474449035187,0.21439766370147556,7.580401059402194,-0.9383276579644344,71.07276926958683,-0.3779919041990163,71.07276926960076,-144.28594257794776,0.057551138035926916,0.05067810405406959,1397.9396140749147,-2782.6866421718423,2643.0,1.561505195199755,1.4324517020383782,0.06734771093454407,0.02686341278849792,0.10745365115399168,0.3511161558834658,0.07642830117290957,0.009080590238365494,0.2444192205826712,0.09648127128263337,0.02080968596292092,0.79,-27.75,7.04,7.87,70.1,7.7,0.7,78.5,0.0,21.5,8190000000.0,120000000.0,8070000000.0,0.31,0.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1388.85
S19S_0020-U,-88.15748,31.8531,6.61,93.4,30.5,7.5,21.5,2.0,1.0,1.0,0.08280460679261126,0.17846799852015116,7.248110831234257,-0.42149454240134343,76.02318462891185,-0.5516906887380353,76.02318462893186,-146.5105039926698,0.05261882895096852,0.04656398009976511,1595.0258186397984,-3003.1549998799173,2382.0,1.428192712422907,1.3490266004729758,0.07724601175482787,0.041981528127623846,0.0688497061293031,0.290512174643157,0.13685978169605373,0.011335012594458438,0.25356842989084805,0.06423173803526448,0.055415617128463476,0.87,-29.05,6.56,4.94,38.5,50.4,1.3,90.2,5.6,4.2,7630000000.0,57600000.0,7570000000.0,0.22,0.08,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-12.94
S19S_0021-D,-87.79835,32.54069,6.55,90.5,33.4,7.5,15.0,3.0,2.0,1.0,0.06850222493200796,0.16749821710377732,6.41948310139165,-1.6015904572564612,75.32751045245647,-0.5272810685029821,75.32751045240775,-146.20630546156724,0.05712138701768653,0.050508941819133936,1449.621232604374,-2752.4587116235534,2515.0,1.567947351235853,1.443303213643395,0.08628230616302186,0.05765407554671968,0.06242544731610338,0.3065606361829026,0.09145129224652088,0.015109343936381709,0.2882703777335984,0.06322067594433399,0.029025844930417495,3.82,-27.73,8.69,8.83,79.8,0.6,0.3,80.7,0.9,18.4,2250000000.0,32600000.0,2220000000.0,0.61,0.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-2505.5
S19S_0021-M,-87.79828,32.54082,6.55,90.5,33.4,7.5,21.0,1.0,2.0,1.0,0.08063757595702127,0.19138712576723402,6.816595744680851,-1.0429787234042553,74.67989724884595,-0.5045577982089362,74.67989724886121,-145.47910487840636,0.05584381705853295,0.04946847093547414,1452.434425531915,-2775.702299578835,2350.0,1.7122245768045172,1.7307102429396093,0.06468085106382979,0.026382978723404255,0.08808510638297873,0.3021276595744681,0.1251063829787234,0.011063829787234043,0.2825531914893617,0.0748936170212766,0.025106382978723404,1.09,-26.99,9.88,10.96,89.1,0.2,0.1,89.4,0.0,10.6,5130000000.0,165000000.0,4970000000.0,0.27,0.07,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-23.78
S19S_0021-U,-87.79821,32.54108,6.55,90.5,33.4,7.5,26.0,3.0,2.0,1.0,0.07659373875409183,0.19993609253253491,7.053892215568863,-1.1161676646706586,72.64045769064192,-0.43299851546826346,72.64045769076588,-144.5526189098789,0.0577445322461811,0.05106467386530926,1378.8083832335328,-2702.719947482943,2505.0,2.2348960931444237,1.6179601857553914,0.06387225548902195,0.022754491017964073,0.09700598802395209,0.31137724550898205,0.09780439121756487,0.010778443113772455,0.27624750499002,0.09461077844311377,0.02554890219560878,5.05,-28.11,11.74,9.95,60.4,29.5,1.2,91.1,8.9,0.0,1170000000.0,10500000.0,1160000000.0,0.28,0.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-35.1
S19S_0022-D,-87.40811,32.96161,7.45,84.9,22.3,7.0,12.5,4.0,1.0,1.0,0.09265283442857142,0.21238199651414247,7.7257429287504475,-0.8976011457214464,72.24130814948371,-0.41899326840243467,72.24130814939814,-144.52465797900882,0.054623675211990255,0.04830927006269673,1462.3495166487648,-2881.132500293449,2793.0,1.9260678845226826,1.8086990353733874,0.06910132474042248,0.026494808449695668,0.11600429645542427,0.3082706766917293,0.07912638739706408,0.010025062656641603,0.27425707124955245,0.08055853920515575,0.03616183315431436,8.54,-26.97,4.32,5.99,4.8,40.5,52.8,98.1,1.9,0.0,96700000.0,4570000.0,92100000.0,0.14,0.09,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.77
S19S_0022-M,-87.40821,32.96156,7.45,84.9,22.3,7.0,9.0,3.0,1.0,1.0,0.09909711520708347,0.22960708707661728,8.135164438019515,-0.5359595229490423,70.81958385746115,-0.3691082055265631,70.81958385746078,-143.80384865106453,0.055058405375291344,0.04866921587154438,1443.0600650524032,-2885.0804396498525,2767.0,1.802490975703526,1.745325134263468,0.05023491145645103,0.018431514275388507,0.1272135887242501,0.3198409830140947,0.07191904589808457,0.010119262739428984,0.27032887603903144,0.09035056017347308,0.04156125767979761,4.48,-26.84,5.12,4.65,6.6,82.9,6.4,95.9,4.1,0.0,50500000.0,4890000.0,45600000.0,0.16,0.08,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.87
S19S_0022-U,-87.40828,32.96142,7.45,84.9,22.3,7.0,15.0,3.0,1.0,1.0,0.08732053995873969,0.21356429522693177,7.818454613653413,-1.0648912228057015,71.09543112294936,-0.3787870569422356,71.09543112288429,-144.05264763839165,0.05559869490586305,0.049167699016532625,1421.8525881470368,-2843.8721000702,2666.0,1.8410801675579274,1.8074936346289079,0.07464366091522881,0.03150787696924231,0.11177794448612154,0.32408102025506375,0.061140285071267814,0.010877719429857465,0.2651912978244561,0.09039759939984997,0.030382595648912228,12.41,-27.15,6.06,5.05,14.0,72.9,10.6,97.5,0.0,2.5,318000000.0,9090000.0,309000000.0,0.22,0.08,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.37
S19S_0023-D,-102.44896,39.75841,3.83,52.7,24.7,7.5,29.5,1.0,2.0,1.0,0.08972037182074075,0.15702915875753085,6.003950617283951,-0.8024691358024691,80.28263223998123,-0.701144990871605,80.28263223992104,-147.8878158563713,0.05292131571498821,0.04710470174056868,1588.7125925925925,-2865.0656405453938,2025.0,2.361868976722295,2.079498356679598,0.06962962962962962,0.027654320987654323,0.07209876543209877,0.22814814814814816,0.18469135802469136,0.018765432098765432,0.3417283950617284,0.02271604938271605,0.0345679012345679,1.73,-28.64,16.78,25.55,14.5,57.2,23.2,94.9,1.7,3.4,667000000.0,2880000.0,664000000.0,0.28,0.09,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-33.5
S19S_0023-M,-102.44896,39.75861,3.83,52.7,24.7,7.5,12.5,1.0,3.0,3.0,0.08649336158608845,0.1723921201683126,6.617003005581795,-0.7711464147702877,77.38110389810647,-0.5993369788699011,77.38110389788532,-146.66654421450633,0.05406735329651967,0.04802563024772047,1527.8267067410904,-2844.1942242572823,2329.0,1.9774945461044062,1.8671292626151308,0.07728638900815801,0.034349506225848,0.064405324173465,0.279089738085015,0.12408759124087591,0.015457277801631602,0.3168741949334478,0.0390725633319021,0.04937741519965651,1.54,-27.52,14.61,11.01,16.5,69.7,10.2,96.4,3.6,0.0,2000000000.0,115000000.0,1890000000.0,0.44,0.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-22.89
S19S_0023-U,-102.44917,39.75854,3.83,52.7,24.7,7.5,19.0,1.0,3.0,2.0,0.08839318341001651,0.1683008584347826,6.327462850853054,-0.5509080902586682,79.38749420873748,-0.66973663890754,79.38749420876466,-147.3946715634162,0.053380203460292826,0.047458487203787446,1596.5146395156855,-2894.8514740585083,1817.0,2.019468487707473,1.9138643235459776,0.06604292790313704,0.023665382498624106,0.06439185470555861,0.2438084755090809,0.17446340121078702,0.020363236103467255,0.32966428178315904,0.024215740231150248,0.053384700055035775,4.16,-28.79,16.99,26.33,13.2,49.3,31.6,94.1,5.5,0.4,2200000000.0,3930000.0,2190000000.0,0.41,0.09,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-79.59
S19S_0024-D,-96.6227,34.44205,8.68,101.7,25.9,7.0,29.0,3.0,1.0,2.0,0.08903930487326493,0.16016683425588413,6.187085093542547,-0.631864815932408,81.53521908248582,-0.7450954064025346,81.53521908253794,-148.80872235639578,0.04947741640174573,0.04393799404268123,1665.6535908267956,-2985.099158935003,1657.0,1.799376471113398,1.736050258837509,0.049487024743512374,0.02896801448400724,0.07604103802051901,0.21907060953530477,0.22872661436330718,0.025347012673506336,0.3204586602293301,0.023536511768255886,0.028364514182257092,12.6,-16.85,13.12,45.55,28.0,6.8,23.5,58.3,37.5,4.2,203000000.0,18900000.0,184000000.0,2.79,0.18,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1918.37
S19S_0024-M,-96.62255,34.44223,8.68,101.7,25.9,7.0,29.5,3.0,1.0,2.0,0.0933608736762103,0.1644488609000521,6.0333159812597605,-0.4549713690786049,79.11908597757574,-0.6603188062264445,79.1190859774565,-147.1034794794181,0.05644359235672681,0.050312878159819524,1500.2369078604893,-2725.6567696221528,1921.0,1.8970297313579918,1.6915238026140889,0.0676730869338886,0.03019260801665799,0.07912545549193128,0.2217595002602811,0.17595002602811036,0.01717855283706403,0.3435710567412806,0.024986985944820406,0.03956272774596564,5.5,-15.41,28.8,32.18,18.7,33.7,26.6,79.0,11.4,9.6,2280000000.0,96000000.0,2180000000.0,2.23,0.13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1739.12
S19S_0024-U,-96.62259,34.44251,8.68,101.7,25.9,7.0,37.5,2.0,1.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.2,-16.3,17.09,51.83,34.4,25.5,8.7,68.6,20.8,10.6,1240000000.0,56800000.0,1180000000.0,3.11,0.18,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1841.16
S19S_0025-D,-97.78275,33.37853,5.04,62.2,26.0,7.0,28.0,2.0,3.0,3.0,0.0947404237434031,0.17778307886487718,6.510464058234759,-0.49363057324840764,79.0172617294595,-0.6567460255873521,79.01726172928686,-147.49241559471855,0.05304177756092683,0.04718787596532496,1549.0984531392173,-2844.9699798853417,2198.0,2.0177253886680298,1.8936591088981423,0.06005459508644222,0.02502274795268426,0.07279344858962693,0.27388535031847133,0.1464968152866242,0.014558689717925387,0.3348498635122839,0.02684258416742493,0.04549590536851683,9.09,-24.6,14.42,17.98,16.5,58.0,18.6,93.1,4.7,2.2,1420000000.0,1120000.0,1410000000.0,0.27,0.09,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-47.08
S19S_0025-M,-97.78307,33.37834,5.04,62.2,26.0,7.0,9.0,1.0,3.0,3.0,0.07679146170740171,0.16207317802852736,6.568619892058597,-1.048573631457209,77.01910920161757,-0.5866354105809559,77.01910920161953,-146.43819556663925,0.054155761845580325,0.04810529429581687,1541.7751734772553,-2872.323592118896,2594.0,1.7425582866159308,1.6734125055837072,0.07671549730146492,0.03276792598303778,0.05551272166538165,0.2617579028527371,0.1125674633770239,0.015420200462606014,0.3508095605242868,0.04818812644564379,0.04626060138781804,26.35,-22.92,18.55,8.99,13.1,35.6,43.5,92.2,7.8,0.0,1930000000.0,166000000.0,1770000000.0,0.25,0.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-61.3
S19S_0025-U,-97.78338,33.37834,5.04,62.2,26.0,7.0,5.5,4.0,3.0,3.0,0.08497662829160807,0.16749654285747775,6.5593061415846226,-0.7430848570089077,78.05972392456917,-0.6231482078710735,78.05972392436342,-147.02890683108268,0.05358259186002009,0.047543623241593023,1548.3154711673697,-2862.528895118507,2133.0,2.071476957760658,1.9687679618177838,0.07313642756680731,0.029535864978902954,0.07079231129864041,0.2414439756211908,0.15424285044538208,0.02156586966713549,0.3300515705578997,0.037037037037037035,0.04219409282700422,54.39,-20.91,10.08,11.06,14.5,73.8,7.5,95.8,4.2,0.0,2560000000.0,2570000.0,2560000000.0,0.21,0.07,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-24.29
S19S_0026-D,-105.54327,40.03489,8.25,98.9,9.5,6.0,11.0,2.0,2.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.52,-25.95,15.01,33.13,8.1,16.1,58.5,82.7,2.1,15.2,625000000.0,19100000.0,605000000.0,0.59,0.11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-17.98
